layer,category,week_number,week_name,item_name,description,keywords,file_path,executable_type,command_to_run,dependencies,prerequisites,priority,difficulty_level,estimated_time_minutes,learning_objectives,output_artifacts,portfolio_value
INFERENCE,concept,W11,Observability,Cost and Performance Monitoring,Monitoring costs and performance: token usage latency percentiles and optimization.,cost monitoring performance token usage latency optimization,concepts/cost_monitoring.py,python,"python learning-path/W11/concepts/cost_monitoring.py",opentelemetry-api tiktoken,W05,2,intermediate,60,"Track token costs|Monitor latency|Optimize performance",dashboards,high
INFERENCE,exercise,W11,Observability,LangSmith Integration,Set up LangSmith for tracing and debugging LLM applications.,langsmith tracing debugging llm applications,exercises/langsmith_setup.py,python,"python learning-path/W11/exercises/langsmith_setup.py",langsmith langchain,W01,1,intermediate,90,"Configure LangSmith|Trace applications|Debug issues",tracing setup,high
INFERENCE,exercise,W11,Observability,Langfuse Integration,Set up Langfuse for open-source LLM observability and analytics.,langfuse observability analytics open-source tracing,exercises/langfuse_setup.py,python,"python learning-path/W11/exercises/langfuse_setup.py",langfuse,W01,2,intermediate,90,"Deploy Langfuse|Integrate tracing|Analyze metrics",langfuse setup,high
INFERENCE,exercise,W11,Observability,Custom Metrics Dashboard,Build custom observability dashboard with Grafana and Prometheus for LLM metrics.,custom metrics dashboard grafana prometheus llm,exercises/custom_dashboard.py,python,"python learning-path/W11/exercises/custom_dashboard.py",prometheus-client,W01,3,advanced,120,"Design metrics|Build dashboard|Alert on anomalies",monitoring dashboard,flagship
INFERENCE,project,W11,Observability,Production Monitoring System,End-to-end monitoring system for LLM applications with alerting and cost tracking.,production monitoring alerting cost tracking llm,projects/monitoring_system/main.py,python,"cd learning-path/W11/projects/monitoring_system && python main.py",langfuse prometheus-client grafana,W05,3,advanced,240,"Build monitoring|Implement alerting|Track costs",monitoring system,flagship
TRAINING,concept,W04,Fine-tuning,Transfer Learning for LLMs,Understanding transfer learning: pre-training vs fine-tuning when to fine-tune vs use RAG.,transfer learning pre-training fine-tuning rag comparison,concepts/transfer_learning.py,python,"python learning-path/W04/concepts/transfer_learning.py",transformers,W01,1,intermediate,60,"Understand transfer learning|Compare fine-tuning vs RAG|Choose appropriate approach",decision framework,foundation
TRAINING,concept,W04,Fine-tuning,PEFT Techniques Overview,Parameter-efficient fine-tuning: LoRA QLoRA adapters and prefix tuning explained.,peft lora qlora adapters prefix tuning efficient,concepts/peft_overview.py,python,"python learning-path/W04/concepts/peft_overview.py",peft transformers,W01,1,intermediate,75,"Understand PEFT methods|Compare adapter approaches|Select optimal technique",comparison guide,foundation
TRAINING,concept,W04,Fine-tuning,Dataset Preparation,Preparing datasets for fine-tuning: formatting cleaning and creating instruction datasets.,dataset preparation formatting cleaning instruction tuning,concepts/dataset_prep.py,python,"python learning-path/W04/concepts/dataset_prep.py",datasets pandas,W01,2,beginner,60,"Format training data|Clean datasets|Create instruction sets",prepared dataset,medium
TRAINING,concept,W04,Fine-tuning,Training Dynamics,Understanding training: loss curves learning rates and convergence analysis.,training dynamics loss curves learning rate convergence,concepts/training_dynamics.py,python,"python learning-path/W04/concepts/training_dynamics.py",transformers wandb,W01,2,intermediate,75,"Analyze loss curves|Tune learning rates|Monitor convergence",analysis notebook,medium
TRAINING,exercise,W04,Fine-tuning,LoRA Fine-tuning,Fine-tune a model using LoRA on a custom dataset. Understand rank alpha and target modules.,lora fine-tuning rank alpha target modules custom dataset,exercises/lora_finetuning.py,python,"python learning-path/W04/exercises/lora_finetuning.py",peft transformers datasets accelerate,W01,1,intermediate,180,"Configure LoRA parameters|Fine-tune on custom data|Evaluate improvements",fine-tuned model,flagship
TRAINING,exercise,W04,Fine-tuning,QLoRA Fine-tuning,Memory-efficient fine-tuning with QLoRA using 4-bit quantization.,qlora fine-tuning quantization 4-bit memory efficient,exercises/qlora_finetuning.py,python,"python learning-path/W04/exercises/qlora_finetuning.py",peft transformers bitsandbytes,W01,2,intermediate,180,"Apply 4-bit quantization|Configure QLoRA|Train on limited hardware",quantized model,high
TRAINING,exercise,W04,Fine-tuning,Fine-tuning vs RAG Analysis,Empirical comparison: when fine-tuning beats RAG and vice versa with cost-benefit analysis.,fine-tuning rag comparison analysis cost benefit tradeoffs,exercises/ft_vs_rag_analysis.py,python,"python learning-path/W04/exercises/ft_vs_rag_analysis.py",transformers sentence-transformers ragas,W02 W03,3,advanced,120,"Compare approaches empirically|Analyze cost-benefit|Document tradeoffs",analysis report,high
TRAINING,concept,W04,Fine-tuning,Evaluation for Fine-tuned Models,Evaluating fine-tuned models: benchmark selection metrics and A/B testing.,evaluation fine-tuned models benchmarks metrics ab testing,concepts/ft_evaluation.py,python,"python learning-path/W04/concepts/ft_evaluation.py",lm-eval transformers,W01,2,intermediate,75,"Select benchmarks|Compute metrics|Design A/B tests",evaluation framework,high
TRAINING,project,W04,Fine-tuning,Domain-Specific Fine-tuning,Fine-tune a model for a specific domain with full evaluation pipeline.,domain specific fine-tuning evaluation pipeline,projects/domain_finetuning/main.py,python,"cd learning-path/W04/projects/domain_finetuning && python main.py",peft transformers datasets wandb,W01,3,advanced,360,"Fine-tune for domain|Evaluate thoroughly|Document improvements",fine-tuned model,flagship
TRAINING,concept,W04,Fine-tuning,Constitutional AI Principles,Understanding constitutional AI: self-critique RLHF and alignment techniques.,constitutional ai rlhf alignment self-critique principles,concepts/constitutional_ai.py,python,"python learning-path/W04/concepts/constitutional_ai.py",transformers,W01,3,advanced,75,"Understand RLHF|Learn constitutional AI|Apply alignment principles",concept notes,medium
TRAINING,concept,W04,Fine-tuning,Open vs Closed Models,Comparing open-source vs closed models: capabilities costs and strategic considerations.,open source closed models comparison capabilities costs,concepts/open_vs_closed.py,python,"python learning-path/W04/concepts/open_vs_closed.py",transformers openai,W01,2,intermediate,60,"Compare model types|Analyze costs|Make strategic decisions",comparison guide,medium
THOUGHT_LEADERSHIP,article,N/A,Blog,RAG vs Fine-tuning Decision Framework,Technical blog post on when to use RAG vs fine-tuning with real-world examples.,rag fine-tuning decision framework blog article,blog/rag_vs_finetuning.md,document,"N/A",None,W03 W04,1,advanced,180,"Articulate tradeoffs|Provide framework|Share examples",published article,flagship
THOUGHT_LEADERSHIP,article,N/A,Blog,Agentic Workflows in Production,Article on deploying agentic workflows: lessons learned and best practices.,agentic workflows production lessons best practices,blog/agentic_production.md,document,"N/A",None,W07 W09 W10,2,advanced,180,"Share production insights|Document patterns|Provide guidance",published article,flagship
THOUGHT_LEADERSHIP,article,N/A,Blog,The Three Layers of AI,Article explaining AI stack layers based on Andrew Ng's framework with portfolio perspective.,ai layers application inference training andrew ng,blog/three_layers_ai.md,document,"N/A",None,W01-W11,3,intermediate,120,"Explain AI stack|Connect to portfolio|Provide perspective",published article,high
THOUGHT_LEADERSHIP,article,N/A,Blog,LLM Inference Economics,Deep dive into inference costs throughput and optimization strategies for practitioners.,inference economics costs throughput optimization,blog/inference_economics.md,document,"N/A",None,W05 W11,4,advanced,180,"Analyze economics|Provide optimization guide|Share data",published article,flagship
THOUGHT_LEADERSHIP,article,N/A,Blog,Product Case Study - Job Fitment Agent,User research to AI solution case study. Demonstrates user empathy and product thinking.,case study user research product thinking job fitment,blog/job_fitment_case_study.md,document,"N/A",None,W03 W07,5,intermediate,120,"Document user needs|Show solution process|Measure outcomes",published article,high
THOUGHT_LEADERSHIP,article,N/A,Blog,Product Case Study - GreenTech RAG,End-to-end case study of building customer support RAG. From problem to production.,case study greentech rag customer support production,blog/greentech_case_study.md,document,"N/A",None,W03,6,intermediate,120,"Document business problem|Show technical solution|Present results",published article,high
THOUGHT_LEADERSHIP,article,N/A,Blog,Core LLM Concepts Explained,Educational article: Tokens Embeddings Attention Layers Tensors Parameters - the complete LLM pipeline.,core concepts tokens embeddings attention layers tensors parameters,blog/core_llm_concepts.md,document,"N/A",None,W00,5,intermediate,120,"Explain fundamentals|Use clear analogies|Provide code examples",published article,high
THOUGHT_LEADERSHIP,presentation,N/A,Talks,AI Portfolio Overview,Presentation deck showcasing AI portfolio using three-layer framework.,portfolio presentation ai layers showcase,presentations/portfolio_overview.pptx,document,"N/A",None,W00-W11,1,intermediate,120,"Create compelling narrative|Showcase projects|Demonstrate expertise",presentation deck,flagship
